?supname	?sup	?subname	?sub
"anterior pretectal nucleus"	<http://purl.obolibrary.org/obo/UBERON_0034918>	"anterior (ventral /principal) pretectal nucleus"	<http://purl.obolibrary.org/obo/DHBA_12187>
"anterior segment of paracentral lobule"	<http://purl.obolibrary.org/obo/UBERON_0035932>	"paracentral lobule, anterior part"	<http://purl.obolibrary.org/obo/HBA_4071>
"anterior spinocerebellar tract"	<http://purl.obolibrary.org/obo/UBERON_0002987>	"ventral spinocerebellar tract"	<http://purl.obolibrary.org/obo/DHBA_12801>
"anterior spinocerebellar tract"	<http://purl.obolibrary.org/obo/UBERON_0002987>	"ventral spinocerebellar tract"	<http://purl.obolibrary.org/obo/DMBA_17805>
"anterior spinocerebellar tract"	<http://purl.obolibrary.org/obo/UBERON_0002987>	"ventral spinocerebellar tract"	<http://purl.obolibrary.org/obo/MBA_866>
"anterior subcentral sulcus"	<http://purl.obolibrary.org/obo/UBERON_0002672>	"anterior subcentral sulcus"	<http://purl.obolibrary.org/obo/DHBA_146034788>
"anterior tegmental nucleus"	<http://purl.obolibrary.org/obo/UBERON_0010036>	"anterior tegmental nucleus"	<http://purl.obolibrary.org/obo/DMBA_17008>
"anterior tegmental nucleus"	<http://purl.obolibrary.org/obo/UBERON_0010036>	"anterior tegmental nucleus"	<http://purl.obolibrary.org/obo/MBA_231>
"anterior thalamic peduncle"	<http://purl.obolibrary.org/obo/UBERON_0022237>	"rostral thalamic peduncle"	<http://purl.obolibrary.org/obo/DHBA_266441633>
"anterior thalamic peduncle"	<http://purl.obolibrary.org/obo/UBERON_0022237>	"rostral thalamic peduncle"	<http://purl.obolibrary.org/obo/HBA_265505274>
"anterior thalamic radiation"	<http://purl.obolibrary.org/obo/UBERON_0034746>	"anterior thalamic radiation"	<http://purl.obolibrary.org/obo/DHBA_12043>
"anterior transverse temporal gyrus"	<http://purl.obolibrary.org/obo/UBERON_0002773>	"Heschl's gyrus"	<http://purl.obolibrary.org/obo/HBA_4165>
"anterodorsal nucleus of medial geniculate body"	<http://purl.obolibrary.org/obo/UBERON_0014521>	"anterodorsal nucleus of medial geniculate complex, left"	<http://purl.obolibrary.org/obo/HBA_4446>
"anterodorsal nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0002679>	"anterodorsal nucleus of thalamus"	<http://purl.obolibrary.org/obo/DHBA_10393>
"anterodorsal nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0002679>	"anterodorsal nucleus"	<http://purl.obolibrary.org/obo/DMBA_16420>
"anterodorsal nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0002679>	"anterodorsal nucleus of the thalamus, left"	<http://purl.obolibrary.org/obo/HBA_4398>
"anterodorsal nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0002679>	"anterodorsal nucleus"	<http://purl.obolibrary.org/obo/MBA_64>
"anterolateral visual area"	<http://purl.obolibrary.org/obo/UBERON_0035894>	"anterolateral visual area"	<http://purl.obolibrary.org/obo/MBA_402>
"anterolateral visual area, layer 5"	<http://purl.obolibrary.org/obo/UBERON_0035908>	"anterolateral visual area, layer 5"	<http://purl.obolibrary.org/obo/MBA_233>
"anteromedial nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0002681>	"anteromedial nucleus of thalamus"	<http://purl.obolibrary.org/obo/DHBA_10394>
"anteromedial nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0002681>	"anteromedial nucleus"	<http://purl.obolibrary.org/obo/DMBA_16422>
"anteromedial nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0002681>	"anteromedial nucleus of the thalamus, left"	<http://purl.obolibrary.org/obo/HBA_4396>
"anteromedial nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0002681>	"anteromedial nucleus"	<http://purl.obolibrary.org/obo/MBA_127>
"anteromedial visual area"	<http://purl.obolibrary.org/obo/UBERON_0035893>	"anteromedial visual area"	<http://purl.obolibrary.org/obo/MBA_394>
"anteromedial visual area, layer 5"	<http://purl.obolibrary.org/obo/UBERON_0035913>	"anteromedial visual area, layer 5"	<http://purl.obolibrary.org/obo/MBA_433>
"anteroventral cochlear nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002830>	"ventral cochlear nucleus, rostral part"	<http://purl.obolibrary.org/obo/DHBA_12440>
"anteroventral cochlear nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002830>	"anteroventral cochlear nucleus, left"	<http://purl.obolibrary.org/obo/HBA_9532>
"anteroventral nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0002685>	"anteroventral nucleus of thalamus"	<http://purl.obolibrary.org/obo/DHBA_10395>
"anteroventral nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0002685>	"anteroventral nucleus"	<http://purl.obolibrary.org/obo/DMBA_16421>
"anteroventral nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0002685>	"anteroventral nucleus of the thalamus, left"	<http://purl.obolibrary.org/obo/HBA_4397>
"anteroventral nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0002685>	"anteroventral nucleus of thalamus"	<http://purl.obolibrary.org/obo/MBA_255>
"anteroventral periventricular nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002690>	"anteroventral periventricular nucleus"	<http://purl.obolibrary.org/obo/DHBA_13061>
"anteroventral periventricular nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002690>	"anteroventral periventricular nucleus, left"	<http://purl.obolibrary.org/obo/HBA_4550>
"anteroventral periventricular nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002690>	"anteroventral periventricular nucleus"	<http://purl.obolibrary.org/obo/MBA_272>
"anteroventral preoptic nucleus"	<http://purl.obolibrary.org/obo/UBERON_0035974>	"anteroventral preoptic nucleus"	<http://purl.obolibrary.org/obo/MBA_263>
"archicortex"	<http://purl.obolibrary.org/obo/UBERON_0002961>	"archicortex"	<http://purl.obolibrary.org/obo/DHBA_10293>
"arcuate fasciculus"	<http://purl.obolibrary.org/obo/UBERON_0035937>	"arcuate fasciculus"	<http://purl.obolibrary.org/obo/DHBA_10569>
"arcuate fasciculus"	<http://purl.obolibrary.org/obo/UBERON_0035937>	"arcuate fasciculus"	<http://purl.obolibrary.org/obo/HBA_9231>
"arcuate nucleus of hypothalamus"	<http://purl.obolibrary.org/obo/UBERON_0001932>	"arcuate nucleus of hypothalamus"	<http://purl.obolibrary.org/obo/DHBA_10492>
"arcuate nucleus of hypothalamus"	<http://purl.obolibrary.org/obo/UBERON_0001932>	"arcuate nucleus of the hypothalamus"	<http://purl.obolibrary.org/obo/HBA_12913>
"arcuate nucleus of hypothalamus"	<http://purl.obolibrary.org/obo/UBERON_0001932>	"arcuate hypothalamic nucleus"	<http://purl.obolibrary.org/obo/MBA_223>
"arcuate nucleus of medulla"	<http://purl.obolibrary.org/obo/UBERON_0002865>	"arcuate nucleus of medulla oblongata"	<http://purl.obolibrary.org/obo/DHBA_12536>
"arcuate nucleus of medulla"	<http://purl.obolibrary.org/obo/UBERON_0002865>	"arcuate nucleus of medulla"	<http://purl.obolibrary.org/obo/HBA_9519>
"area X of ventral lateral nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002687>	"nucleus X (preaccessory cuneate nucleus)"	<http://purl.obolibrary.org/obo/DHBA_12653>
"area postrema"	<http://purl.obolibrary.org/obo/UBERON_0002162>	"area postrema"	<http://purl.obolibrary.org/obo/DHBA_12807>
"area postrema"	<http://purl.obolibrary.org/obo/UBERON_0002162>	"area postrema"	<http://purl.obolibrary.org/obo/HBA_9522>
"area postrema"	<http://purl.obolibrary.org/obo/UBERON_0002162>	"area postrema"	<http://purl.obolibrary.org/obo/MBA_207>
"auditory cortex"	<http://purl.obolibrary.org/obo/UBERON_0001393>	"auditory areas"	<http://purl.obolibrary.org/obo/MBA_247>
"auditory radiation"	<http://purl.obolibrary.org/obo/UBERON_0022262>	"acoustic radiation"	<http://purl.obolibrary.org/obo/DHBA_266441583>
"auditory radiation"	<http://purl.obolibrary.org/obo/UBERON_0022262>	"acoustic radiation"	<http://purl.obolibrary.org/obo/HBA_265504974>
"barrel cortex"	<http://purl.obolibrary.org/obo/UBERON_0010415>	"primary somatosensory area, barrel field"	<http://purl.obolibrary.org/obo/MBA_329>
"basal amygdaloid nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002887>	"basolateral nucleus"	<http://purl.obolibrary.org/obo/HBA_4341>
"basal amygdaloid nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002887>	"basolateral amygdalar nucleus"	<http://purl.obolibrary.org/obo/MBA_295>
"basal forebrain"	<http://purl.obolibrary.org/obo/UBERON_0002743>	"basal forebrain"	<http://purl.obolibrary.org/obo/DHBA_10349>
"basal forebrain"	<http://purl.obolibrary.org/obo/UBERON_0002743>	"basal forebrain"	<http://purl.obolibrary.org/obo/HBA_4300>
"basal forebrain"	<http://purl.obolibrary.org/obo/UBERON_0002743>	"basal forebrain"	<http://purl.obolibrary.org/obo/PBA_128012976>
"basal ganglion"	<http://purl.obolibrary.org/obo/UBERON_0002420>	"basal nuclei (basal ganglia)"	<http://purl.obolibrary.org/obo/DHBA_10332>
"basal nucleus of telencephalon"	<http://purl.obolibrary.org/obo/UBERON_0010010>	"basal nucleus of Meynert"	<http://purl.obolibrary.org/obo/DHBA_10353>
"basal nucleus of telencephalon"	<http://purl.obolibrary.org/obo/UBERON_0010010>	"basal nucleus of meynert, left"	<http://purl.obolibrary.org/obo/HBA_4308>
"basal nucleus of telencephalon"	<http://purl.obolibrary.org/obo/UBERON_0010010>	"basal nucleus of Meynert"	<http://purl.obolibrary.org/obo/PBA_10141>
"basal part of pons"	<http://purl.obolibrary.org/obo/UBERON_0002567>	"basilar part of pons"	<http://purl.obolibrary.org/obo/DHBA_12405>
"basal part of pons"	<http://purl.obolibrary.org/obo/UBERON_0002567>	"basal part of pons"	<http://purl.obolibrary.org/obo/HBA_9132>
"basal ventral medial nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0034993>	"basal ventral medial nucleus of the thalamus, left"	<http://purl.obolibrary.org/obo/HBA_4427>
"basolateral amygdaloid nuclear complex"	<http://purl.obolibrary.org/obo/UBERON_0006107>	"basolateral nuclear group"	<http://purl.obolibrary.org/obo/DHBA_10366>
"basolateral amygdaloid nuclear complex"	<http://purl.obolibrary.org/obo/UBERON_0006107>	"basolateral nuclear complex"	<http://purl.obolibrary.org/obo/PBA_128012678>
"bed nucleus of stria terminalis"	<http://purl.obolibrary.org/obo/UBERON_0001880>	"bed nucleus of stria terminalis"	<http://purl.obolibrary.org/obo/DHBA_10384>
"bed nucleus of stria terminalis"	<http://purl.obolibrary.org/obo/UBERON_0001880>	"bed  nucleus of stria terminalis, left"	<http://purl.obolibrary.org/obo/HBA_4313>
"bed nucleus of stria terminalis"	<http://purl.obolibrary.org/obo/UBERON_0001880>	"bed nuclei of the stria terminalis"	<http://purl.obolibrary.org/obo/MBA_351>
"bed nucleus of the accessory olfactory tract"	<http://purl.obolibrary.org/obo/UBERON_0035977>	"bed nucleus of the accessory olfactory tract"	<http://purl.obolibrary.org/obo/MBA_292>
"body of caudate nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002630>	"body of caudate"	<http://purl.obolibrary.org/obo/DHBA_10336>
"body of caudate nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002630>	"body of the caudate nucleus"	<http://purl.obolibrary.org/obo/HBA_12899>
"body of corpus callosum"	<http://purl.obolibrary.org/obo/UBERON_0015510>	"body of corpus callosum"	<http://purl.obolibrary.org/obo/DHBA_10564>
"body of corpus callosum"	<http://purl.obolibrary.org/obo/UBERON_0015510>	"body of the corpus callosum"	<http://purl.obolibrary.org/obo/HBA_9224>
"body of fornix"	<http://purl.obolibrary.org/obo/UBERON_0004680>	"column of the fornix"	<http://purl.obolibrary.org/obo/DHBA_10577>
"body of fornix"	<http://purl.obolibrary.org/obo/UBERON_0004680>	"body of the fornix"	<http://purl.obolibrary.org/obo/DHBA_10578>
"body of fornix"	<http://purl.obolibrary.org/obo/UBERON_0004680>	"body of the fornix, left"	<http://purl.obolibrary.org/obo/HBA_9252>
"body of fornix"	<http://purl.obolibrary.org/obo/UBERON_0004680>	"columns of the fornix"	<http://purl.obolibrary.org/obo/MBA_436>
"body of lateral ventricle"	<http://purl.obolibrary.org/obo/UBERON_0002655>	"body of lateral ventricle"	<http://purl.obolibrary.org/obo/DHBA_10598>
"brachium of inferior colliculus"	<http://purl.obolibrary.org/obo/UBERON_0003025>	"brachium of inferior colliculus"	<http://purl.obolibrary.org/obo/DHBA_12327>
"brachium of inferior colliculus"	<http://purl.obolibrary.org/obo/UBERON_0003025>	"brachium of inferior colliculus"	<http://purl.obolibrary.org/obo/DMBA_17753>
"brachium of inferior colliculus"	<http://purl.obolibrary.org/obo/UBERON_0003025>	"brachium of the inferior colliculus"	<http://purl.obolibrary.org/obo/HBA_265505386>
"brachium of inferior colliculus"	<http://purl.obolibrary.org/obo/UBERON_0003025>	"brachium of the inferior colliculus"	<http://purl.obolibrary.org/obo/MBA_482>
"brachium of superior colliculus"	<http://purl.obolibrary.org/obo/UBERON_0002580>	"brachium of superior colliculus"	<http://purl.obolibrary.org/obo/DHBA_12328>
"brachium of superior colliculus"	<http://purl.obolibrary.org/obo/UBERON_0002580>	"brachium of the superior colliculus"	<http://purl.obolibrary.org/obo/HBA_265505398>
"brachium of superior colliculus"	<http://purl.obolibrary.org/obo/UBERON_0002580>	"brachium of the superior colliculus"	<http://purl.obolibrary.org/obo/MBA_916>
"brain"	<http://purl.obolibrary.org/obo/UBERON_0000955>	"brain"	<http://purl.obolibrary.org/obo/DHBA_10155>
"brain"	<http://purl.obolibrary.org/obo/UBERON_0000955>	"brain"	<http://purl.obolibrary.org/obo/HBA_4005>
"brain"	<http://purl.obolibrary.org/obo/UBERON_0000955>	"basic cell groups and regions"	<http://purl.obolibrary.org/obo/MBA_8>
"brain"	<http://purl.obolibrary.org/obo/UBERON_0000955>	"root"	<http://purl.obolibrary.org/obo/MBA_997>
"brain"	<http://purl.obolibrary.org/obo/UBERON_0000955>	"brain"	<http://purl.obolibrary.org/obo/PBA_3999>
"brain commissure"	<http://purl.obolibrary.org/obo/UBERON_0005970>	"cerebellar commissure"	<http://purl.obolibrary.org/obo/DMBA_17754>
"brain commissure"	<http://purl.obolibrary.org/obo/UBERON_0005970>	"cerebellar commissure"	<http://purl.obolibrary.org/obo/MBA_744>
"brain commissure"	<http://purl.obolibrary.org/obo/UBERON_0005970>	"ventral commissure of the spinal cord"	<http://purl.obolibrary.org/obo/MBA_858>
"brain gray matter"	<http://purl.obolibrary.org/obo/UBERON_0003528>	"gray matter"	<http://purl.obolibrary.org/obo/HBA_4006>
"brain marginal zone"	<http://purl.obolibrary.org/obo/UBERON_0010403>	"marginal zone"	<http://purl.obolibrary.org/obo/DHBA_10508>
"brain ventricle"	<http://purl.obolibrary.org/obo/UBERON_0004086>	"ventricles"	<http://purl.obolibrary.org/obo/HBA_9418>
"brain white matter"	<http://purl.obolibrary.org/obo/UBERON_0003544>	"medial olfactory tract"	<http://purl.obolibrary.org/obo/DMBA_17779>
"brain white matter"	<http://purl.obolibrary.org/obo/UBERON_0003544>	"white matter"	<http://purl.obolibrary.org/obo/HBA_9218>
"brainstem"	<http://purl.obolibrary.org/obo/UBERON_0002298>	"brain stem"	<http://purl.obolibrary.org/obo/MBA_343>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"substantia nigra"	<http://purl.obolibrary.org/obo/DHBA_12251>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"interfascicular nucleus"	<http://purl.obolibrary.org/obo/DHBA_12262>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"subbrachial nucleus"	<http://purl.obolibrary.org/obo/DHBA_12290>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"nuclei of lateral lemniscus"	<http://purl.obolibrary.org/obo/DHBA_12454>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"subcoeruleus nucleus"	<http://purl.obolibrary.org/obo/DHBA_12500>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"lateral terminal nucleus of accessory optic tract"	<http://purl.obolibrary.org/obo/DHBA_13236>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"medial preoptic nucleus"	<http://purl.obolibrary.org/obo/DMBA_15604>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"supraoptic nucleus"	<http://purl.obolibrary.org/obo/DMBA_15633>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"suprachiasmatic nucleus"	<http://purl.obolibrary.org/obo/DMBA_15660>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"anterior hypothalamic nucleus"	<http://purl.obolibrary.org/obo/DMBA_15662>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"ventromedial hypothalamic nucleus"	<http://purl.obolibrary.org/obo/DMBA_15675>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"dorsal premammillary nucleus"	<http://purl.obolibrary.org/obo/DMBA_15719>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"medial mammillary nucleus"	<http://purl.obolibrary.org/obo/DMBA_15729>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"lateral mammillary nucleus"	<http://purl.obolibrary.org/obo/DMBA_15734>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"lateral tuberal nucleus"	<http://purl.obolibrary.org/obo/DMBA_16271>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"pregeniculate nucleus"	<http://purl.obolibrary.org/obo/DMBA_16341>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"medial habenular nucleus"	<http://purl.obolibrary.org/obo/DMBA_16388>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"centromedian nucleus"	<http://purl.obolibrary.org/obo/DMBA_16402>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"rhomboid nucleus"	<http://purl.obolibrary.org/obo/DMBA_16405>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"paratenial nucleus"	<http://purl.obolibrary.org/obo/DMBA_16410>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"paracentral nucleus"	<http://purl.obolibrary.org/obo/DMBA_16416>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"central lateral nucleus"	<http://purl.obolibrary.org/obo/DMBA_16418>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"anterodorsal nucleus"	<http://purl.obolibrary.org/obo/DMBA_16420>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"anteroventral nucleus"	<http://purl.obolibrary.org/obo/DMBA_16421>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"anteromedial nucleus"	<http://purl.obolibrary.org/obo/DMBA_16422>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"ventral nuclei"	<http://purl.obolibrary.org/obo/DMBA_16423>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"submedius thalamic nucleus"	<http://purl.obolibrary.org/obo/DMBA_16426>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"ventral anterior nucleus"	<http://purl.obolibrary.org/obo/DMBA_16427>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"ventral lateral nucleus"	<http://purl.obolibrary.org/obo/DMBA_16428>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"ventral posteromedial nucleus"	<http://purl.obolibrary.org/obo/DMBA_16429>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"ventral posterolateral nucleus"	<http://purl.obolibrary.org/obo/DMBA_16430>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"lateral posterior nucleus"	<http://purl.obolibrary.org/obo/DMBA_16435>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"dorsal lateral geniculate nucleus"	<http://purl.obolibrary.org/obo/DMBA_16436>
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"posterior paraventricular nucleus"	<http://purl.obolibrary.org/obo/DMBA_16441>
